name,image,class,subclass,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Cap of the Wild,BotW_Cap_of_the_Wild_Icon.png?version=0c88d641811116dc2e08b4c510bf8ec8 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/21v5M6nbaVzxhQA6ZXDc_A/V4rs9PQJmKDjKTuUrxM1EgMjZ7EPUwH6ifXcItW2EqKwZOKFe5qGW1DHw3kFBm4QC-LmbLV8kUtwrv7RA7bGgg8uzbK_3aNQ_NgcbJqyn5WkgUFa1F5uQ15CdpemzeAz/Z4MWrc5LSepzs0vZK_9N5lofzAW208XewTberOFN1Xk),Armor,Head,,,,,,4,7,12,18,28,,"According to legend, this cap was crafted for a hero who travels the wild lands. Wearing it just feels so right.",125,Master Sword Beam,"Acorn x10, Farosh's Scale x2","Courser Bee Honey x5, Farosh's Claw x2","Energetic Rhino Beetle x5, Farosh's Fang x2","Star Fragment x1, Farosh's Horn x2","Acorn,Farosh's Scale,Courser Bee Honey,Farosh's Claw,Energetic Rhino Beetle,Shard of Farosh's Fang,Star Fragment,Shard of Farosh's Horn",Find all 120 Shrines,
Cap of the Wind,BotW_Cap_of_the_Wind_Icon.png?version=8faa79dfee6b4b017270746eec8d7cca (https://v5.airtableusercontent.com/v1/18/18/1686708000000/iQRChMcO5UGdvuLgBYXI-Q/jrE35lG5MX3n02-MOOlmU3a2zWzC75kOCZOREa3Euq049XieTsGc8i7AeA0XqEEMEZDC4GpWBT-4rKOf4ptoN4pQSXELOJAK8nfLfaiAJTaOVrnDtNAfTJvMfq6Ebv1-/uKgoAYZh1WD2RvJGLGn9NiFvP7r6vFX3kkYqCD5V22U),Armor,Head,,,,,,3,5,8,12,20,,"According to legend, this cap was treasured by a hero who traveled the Great Sea. It flaps quite serenely in a soft sea breeze.",125,Master Sword Beam,"Opal x3, Star Fragment x1","Opal x5, Star Fragment x3","Opal x15, Star Fragment x3","Opal x30, Star Fragment x4","Opal,Star Fragment",Amiibo - Toon/WW Link,
Cap of the Sky,BotW_Cap_of_the_Sky_Icon.png?version=21d7d3bb23cb7cc2cf58f6fc315d6f1f (https://v5.airtableusercontent.com/v1/18/18/1686708000000/wNIAAl0tPC_SW9QfeIambA/5JaAklWcVy50eSGwIPzvmtsNqd4MxZVq94kLJQmGucuqnESgl3G21eXE9kUhoAdt8xKR1OPnLCsdqoeLpW4lEAWI4RO39fFuXm9LuFt4YD46g-mqZK3rkN5mxyEOmus8/DcjwbcwOJSYEBMYy24IeB7NwT95FB7-9wwEWVttPR2k),Armor,Head,,,,,,3,5,8,12,20,,"According to legend, this cap was once worn by a hero who appeared from the sky riding a mighty bird. Perfect for those who long to take to the skies.",125,Master Sword Beam,"Sapphire x1, Star Fragment x1","Sapphire x3, Star Fragment x2","Sapphire x5, Star Fragment x3","Sapphire x10, Star Framgnet x4","Sapphire,Star Fragment",Amiibo -,
Cap of Time,BotW_Cap_of_Time_Icon.png?version=9a5a064c3df79045ac709abedfdc1e70 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/MI-tWIzMXmuJo6EM8zlbzQ/r1cu7W5bFIhlsT-9baL92TVA5MjdqB6M3u1VA4-ZHG1ho0txY3OXCcMbcnR-x2C57cpakzNkEapAwWz1YBSZBDOtpfZfS4wCAkWb3traB2rqVyicbMY2gpmUCHhxPERL/hRWWNUli5bi9pAwe2CR-E9Ui-7ASFDEeiqqOwOYyo_Y),Armor,Head,,,,,,3,5,8,12,20,,"According to legend, this cap was once worn by a hero who traveled through time. A truly timeless item perfect for kids and adults alike!",125,Master Sword Beam,"Amber x3, Star Fragment x1","Amber x5, Star Fragment x2","Amber x15, Star Fragment x3","Amber x30, Star Fragment x4","Amber,Star Fragment",Amiibo - Ocarina of Time,
Cap of Twilight,BotW_Cap_of_Twilight_Icon.png?version=906cade7c9a063597650925e2cbbb546 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/bVPte0zYRjX01DkiSkxBvA/-CJ3G_sHolxzx8sIQ9V9NmyrG87OntopsuTSrTZ8mEwR3W00YpP4O3S_DZx2YDdWWTj1iVZX9M2lf4_FyovvJ14KEvSAxgS8qLeRm92_KuOiZOReTWnVWHx32rG9BqQp/1QZsfyhp1HHJNE788BIsh_vquxf2X1OURFD8ym25ppo),Armor,Head,,,,,,3,5,8,12,20,,"According to legend, this cap was once worn by a hero who battled the monsters of twilight. For one reason or another, it seems to smell of some beast...",125,Master Sword Beam,"Topaz x3, Star Fragment x1","Topaz x5, Star Fragment x2","Topaz x15, Star Fragment x3","Topaz x30, Star Fragment x4","Topaz,Star Fragment",Amiibo - SSB Link,
Climber's Bandanna,BotW_Climber%27s_Bandanna_Icon.png?version=bc0e2e80b1f2f338735d582d56aa9046 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/p2en3__YzERkpjUL8Z9Rig/aEK_F0tQV9kR4qdK3Uw_uA6lx_scX0vkYsI_EvX7ao7vdqyzpzr9Rc9OYp0ccal04f_WAdM4HJRov6MN-_xYpsbj2Uft0tFurR7K6qSZQPAtXrJRTuUaT3zweywcRr1vi4kXDJVpzX_clJ6EYDl4pw/oGXGOOvajCObt3WMHuhESWsVST7vLPAk478tfTbc9TY),Armor,Head,,,,,,3,5,8,12,20,Climb Speed,"It may look like a regular bandanna, but it's actually infused with ancient technology that enhances core strength to improve your climbing ability.",600,Climb Stamina,"Keese Wing x3, Rushroom x3","Electric Keese Wing x5, Hightail Lizard x5","Ice Keese Wing x5, Hot-Footed Frog x10","Fire Keese Wing x5, Swift Violet x15","Keese Wing,Rushroom,Electric Keese Wing,Hightail Lizard,Ice Keese Wing,Hot-Footed Frog,Fire Keese Wing,Swift Violet",Shrine - Ree Dahee,
Dark Hood,BotW_Dark_Hood_Icon.png?version=c09e2434172de76a3fcf44cd35c39e96 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/XAJs1T0XMZ3hsqRjl3FeAw/-giu_irrSmJim-LvtVYDn1kftKZu0yLWG3FvdYQIyv-1QtE41A6jv9_2esUUvmaq6LlJcGLZ0GN2kXfavhaN8p52idtGRt3RlJ2DN8bT-hxj8jBh5frViiKKK8Xq1X09/TPg0It3FwtQmFrOJW1Dq0IjOjj8M4MP6km2goJK2QH4),Armor,Head,,,,,,3,,,,,,This headgear is the product of Kilton's monster research. He crafted it with a monster born from the shadows in mind. The eyes glow an eerie red in the dark.,9,Night Speed,,,,,,Kilton's Shop,
Desert Voe Headband,BotW_Desert_Voe_Headband_Icon.png?version=721b8d03ede839b0ff3385d5106ec10d (https://v5.airtableusercontent.com/v1/18/18/1686708000000/BFr_7qoF7dQ0oT1h95FZ6g/b8FGKLs8xdOnJ4kAyAuKdwjmmJQqMDBDoDrXA3t0e3he9WWku_qScy5EXKYQbpcv4aY8xplaUQj8dt7GNdsfa7dRxUDG93U71vOBruSOdfD-t7lGN-ONT1YENkZBSSJg/BizDkz2j3JbE3x-Ws-AS4OTekFOFMndwYKAxOCmABxo),Armor,Head,,,,,,3,5,8,12,20,Heat Resist,"Gerudo armor for males. Contains sapphire, which harnesses the power of ice to make the heat more bearable.",115,Shock Resistance,White Chuchu Jelly x3,"White Chuchu Jelly x5, Ice Keese Wing x3","Ice Keese Wing x8, Icy Lizalfox Tail x3","Icy Lizalfos Tail x10, Sapphire x5","White Chuchu Jelly,Ice Keese Wing,Lizalfos Tail,Sapphire",Gerudo Secret Club,
Diamond Circlet,BotW_Diamond_Circlet_Icon.png?version=b1fcca3eeef51cd444d258f11612d1ff (https://v5.airtableusercontent.com/v1/18/18/1686708000000/Tz68Vn2hj3GVQeSTfQG7ew/jWZheI39k_vpSS29sZykiIA_mCNSm4KybFKQNd-yFeUBv09-Eppkc97pYRHs-C3YQqNvmdZCYpYpOpojkgRR6lSIVr8IAyEcPxg3-MVNARmrt6w4u33kfUVjUN37rUuN/mIvj48v6uKlGCs9WKLpwnKPRf0P6reArxUPzy1gqq_A),Armor,Head,,,,,,4,7,12,18,28,Guardian Resist,"A luxurious headpiece sold at Gerudo jewelry shops. It's decorated with a diamond, which harnesses the power of light to reduce damage received from ancient enemies.",375,,"Diamond x2, Flint x3","Diamond x4, Flint x3","Diamond x6, Star Fragment x1","Diamond x10, Star Fragment x1","Diamond,Flint,Star Fragment",Gerudo Secret Club,
Fierce Deity Mask,BotW_Fierce_Deity_Mask_Icon.png?version=8cb0e4cd3a80cbd2860f13e3b56517ac (https://v5.airtableusercontent.com/v1/18/18/1686708000000/IBGkTLI5buSzVvR8UL398A/74L7Ie9SqXHw7UyUzjnG4QJr9jhiOxaa6up2diM23mG_5kNmRUCz9C6k08h_KjDqUcK6-bKiDqYP9IpnCkeuL5YBo8co5CvBlVhM4DZ6EuNjgo_HJr1mI3-5l2NRP2Mh/EVQgR0bXNxrHntzezoIfpnumlRPnWz5LRoBlr55w_DE),Armor,Head,,,,,,3,5,8,12,20,Attack,"Legends say this mask was once worn by a hero from a world in which the moon threatened to fall. It looks scary, but wearing it offers fierce, godlike power.",125,Charge Attack Stamina,"Hinox Toenail x5, Dinraal's Scale x1","Hinox Tooth x5, Dinraal's Claw x1","Hinox Guts x5, Shard of Dinraal's Fang x1","Lynel Guts x5, Shard of Dinraal's Horn x1","Hinox Toenail,Naydra's Scale,Hinox Tooth,Naydra's Claw,Hinox Guts,Shard of Naydra's Fang,Lynel Guts,Shard of Naydra's Horn",Amiibo -,
Flamebreaker Helm,BotW_Flamebreaker_Helm_Icon.png?version=ad61c438683808adaee015e95ee92046 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/IJJ3Pn5Etjn6BY3m_c_Rew/6Cj6mvTyy2JZWPhNSjLHBvopXa_qU1n3IrGwsI2b4z2OgRagMpJ7wfq_VVhERnfNxPT9yXcd8ye2H5Q8v4fg9hF95ETBtKRmQ3Kk53T4rnCdLBcvZVMcoYVCKMVbRDGO/sWTPhD70QS6znowNKAGfoZVHPWlHCYlExXK8gVDWXdI),Armor,Head,,,,,,3,5,8,12,20,Flame Guard,"Stone headgear made by Goron craftsmen to protect tourists visiting Goron City. As if its flame resistance isn't enough of a selling point, it also covers your entire head!",500,Fireproof,"Fireproof Lizard x1, Moblin Horn x2","Fireproof Lizard x3, Moblin Fang x4","Smotherwing Butterfly x3, Moblin Guts x3","Smotherwing Butterfly x5, Hinox Guts x2","Fireproof Lizard,Moblin Horn,Moblin Fang,Smotherwing Butterfly,Moblin Guts,Hinox Guts",Goron City,
Gerudo Veil,BotW_Gerudo_Veil_Icon.png?version=e1b02bf9a3ac68da882bd67a88fd7e70 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/q9ZiL8eK4j8hbUmFzzc4iA/JTYSnjwtkiuaIwGOatvDzg_Ln90tKQ_L8T00bKK3cOVBnaV-3vHMYDbp-bxKTy2ElGgvOmHG_gHHIdnt8gGJcIXQsPf3jIa0PtI8cryd7VHgfu85D8A_Nt2Kv42fLOpl/uSee39jJBWzwUBw_8wBQb1trHHl8QKWOlNeB8ndCdYw),Armor,Head,,,,,,1,,,,,Gerudo Town Entry,"A mask worn by Gerudo women. It protects the skin from the harsh sun, but don't expect it to protect much in combat...",45,Heat Resist,,,,,,Tranny in Desert Oasis,
Hylian Hood,BotW_Hylian_Hood_Icon.png?version=3b38dc3a4b466213e66eabad8f766630 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/yZb2P9zDCQ5VuR-gTdzHvQ/6w0kTltLnfnYCy682DoqilpBXtqXK_7Mocy6L-C7PFVdmAUCYTD04ZNzYDyaLCZI0PX02AaLt2u3DUm5VXzfruRYxX5RJvzAHhRugzjFsJ6oiCH4bjgNR63726eQloQA/z6xDFZQiQIgjmZlQe84eYqLqZtjeH2mMlJZ2lHW-bpU),Armor,Head,,,,,,3,5,8,12,20,,A hood woven using traditional Hyrulean methods. It's made from a sturdy material to protect travelers from the harsh sun and weather.,15,,Bokoblin Horn x5,"Bokoblin Horn x8, Bokoblin Fang x5","Bokoblin Fang x10, Bokoblin Guts x5","Bokoblin Guts x15, Amber x15","Bokoblin Horn,Bokoblin Fang,Bokoblin Guts,Amber",Hateno Village,
Korok Mask,BotW_Korok_Mask_Icon.png?version=6aa15b57f0023efc6ef2bee8b8feeb27 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/8gLC8bXorMMeOn-eQYyWUQ/lZXK-17-RJmIzXgMudHv43Z20Ndran8vkA0c7n0O0aMu4wjB5RCemkjJT7joqaRYRBrxrEwh88EJAHFXxESszU3xjuK_bSXEruOTECcuMYm2nr9fCOOdRyC61HjroRG8/CsksDtpmjOsIpQeD9EhsxvT6A482FIUVK4sgLnAUj4U),Armor,Head,,,,,,1,,,,,,"A mask inspired by those fun-loving Koroks. It shakes when one is hiding nearby. If sold, this rare find can't be replaced.",,,,,,,,,
Lizalfos Mask,BotW_Lizalfos_Mask_Icon.png?version=fa053283198bcc533b144f360cb94a60 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/AfI9PojbxJgm83j8RhDlYw/yFwyT5Tomzn84-SZMaY_5nb0OwKu3uATRAoCelmG1XXkRn7aq5FXMcxDB1Q-xbCET8jsYGrSNE1SbiNNrms0O1o7HxSpRflloo5g4k6Z0c5zLXwadIZSPwY87jD9JnlB/ZBnzmnBr5fb5wtbyaPqF3Xfe1bFATDkAWfCEg7B-H9Q),Armor,Head,,,,,,3,,,,,Lizalfos Disguise,Kilton's handmade Lizalfos headgear. It's designed to replicate the unique tongue and horn of the Lizalfos. Equip it to blend in with Lizalfos.,,,,,,,,Kilton's Shop,
Lynel Mask,BotW_Lynel_Mask_Icon.png?version=28fa21417190c8bda67d5f0f37d1c89e (https://v5.airtableusercontent.com/v1/18/18/1686708000000/q9kE8JUTkBT9ccCk7xJlrw/1KEXIUAvXOhyOVr0cdgUpagk27vRhIkWemYyPeh2col5J5wyB52vr8TQTAo4xUeJ1CIMpfkGbXJF0COWpEogM0iOpeuNfPkTmHdHnHn8lgNQe0zwIxjJeo5SGdHan9R8/dm1-HMjleL7mE1KbNu_jMj04rd51DurF4MP9h5k7bhQ),Armor,Head,,,,,,3,,,,,Lynel Disguise,"Kilton's handmade Lynel headgear. It's so well crafted, it can deceive a real Lynel. Equip it to blend in with Lynels, but don't linger too long. Those beasts are smart.",,,,,,,,Kilton's Shop,
Majora's Mask,BotW_Majora%27s_Mask_Icon.png?version=b257c35df4b07f2afafa613b72c73115 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/fTnZ9KVFuwOK4iRvAhRO7w/BsgOqzasbbYKcNbmFztO4PBlTtNPLUqrvDDT4Zv0JjlJWOgn7___KGEZTsu7qdC6xtVzl75LHFX9z6nGQY4ai6gBg6WgEWuep7H4aFg3p7nWowzZYriRkr1LEIp_5ZCc/29ethPmRfXT3S_1uZzQN3MRS2s48AWSbXyXfh085UTg),Armor,Head,,,,,,1,,,,,,"An eerie mask passed down from ancient times. Wearing it makes it harder for certain enemies to spot you. If sold, this rare find can't be replaced.",,,,,,,,,
Midna's Helmet,BotW_Midna%27s_Helmet_Icon.png?version=7e683118ff3e286de1d4936a62d46d10 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/VkYPG3DI7_sOzpmsbplxPA/bRUwZirGcsC8so9hhYqvGbREmNP_XSxkcTouYlF3MTrRnTP_h9sQEGz4nDU4Y8SVp_LxR1GNRQYiAKZH93QqSzjE2TeMm9JdCmIMt_XnO7jWigutW-YYbcoL08HZvigx/GlMLe_CgPrQfUZ2QjFtGcT6Lxq8b5zdS9EN4AW94nTQ),Armor,Head,,,,,,7,,,,,Guardian Resist,"A helmet much like the one Midna wore when she fought alongside the Hero of Twilight. If sold, this rare find can't be replaced.",,,,,,,,,
Moblin Mask,BotW_Moblin_Mask_Icon.png?version=3ce73a4f2570e8f0738b5ee9e77ccc11 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/ZKwJ8Rti_CKLFAYSnsaSkQ/7YyVpkYd9_dcTN-MaSgMIIRNFKbI5AEGqv6QaeOM79sKFLuBtDe4V4BCf0v8SMD6PWlWFo-EPm4O-5Tuz6oLuQSNiLMqbJAAK0pd1r0Yiei91j9-FRr04uk1FKgF-_Ds/OmnzTJtVBnYgG-lBVdQDLZmi40Ll_oO_9zVn1ONlImQ),Armor,Head,,,,,,3,,,,,Moblin Disguise,Kilton's handmade Moblin headgear. It's designed to replicate the Moblin's distinct long nose and large horn. Equip it to blend in with Moblins.,,,,,,,,Kilton's Shop,
Opal Earrings,BotW_Opal_Earrings_Icon.png?version=ca19aee9e44ae6e1b64386d3ee845225 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/OCUeBiHl-Yln8gmu8cFp7A/pRM_gjc6hfArzsbDRTGKerC7UFzUwN8WJrtIakR56xrQT-ygXjPyIMMCwUkDXrMYzlj-qCRQEOCrAhBZh1AI9cTue9zWoePOIZFyQablFIMVNVsqKE5BDzWLfV6gA2O9/pzHpBMBju4k2BVyxvXt7QwSb8wZVUtGAU5AF9H7yNJo),Armor,Head,,,,,,3,5,8,12,20,Swim Speed,"Earrings sold at Gerudo jewelry shops. They contain opal, a gem that harnesses the power of water to increase your swimming speed.",40,,"Opal x5, Flint x3","Opal x8, Flint x3","Opal x16, Flint x3","Opal x20, Flint x3","Opal,Flint",Gerudo Secret Club,
Phantom Helmet,BotW_Phantom_Helmet_Icon.png?version=54d1368cc9ebbd4b6d0273eab84de9ff (https://v5.airtableusercontent.com/v1/18/18/1686708000000/uJYCLCKAVfOo-PxJRVmIIQ/G1r74AsSAbH1IgrNUb2zAzzo-2Nd_2TOXBQ5QzGrGpg3Dn8VjznhSvYAORYlH3XEFy6n6Quo_tbIrx6UbRIpxkUmBOdXVj__zP1yF2lz9iX-jjxYdnv7xuEh0Vloom5C/HB0BQ_i0a9C9sbJG_A8ncMMTe1E7OTbz6r_K9-mqqtg),Armor,Head,,,,,,8,,,,,Attack,"Myths abound about armored phantoms that terrorized brave heroes. This helmet looks just like the ones they supposedly wore. If sold, this rare find can't be replaced.",,,,,,,,,
Radiant Mask,BotW_Radiant_Mask_Icon.png?version=8125e0df13e525194ee8a326ad542719 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/sZSl7813lLsiKaGbX7L1Nw/wWYMe3eg0oOD_Q_T8lxS-Qa7RBgHWK2XoS8xjkTGao2CU_Sz5TfDQ9xzL5eecxxnVfubYSs7uIHcR2LBYj7xJhvNysqXIyUAnRdxdDBDnGAZXdmx_bJ47LNRGF2IPpfn/c6hVXmsoNYmJD_xNi1Bw95XAKUhRDg8ct5M5_Fmfnx0),Armor,Head,,,,,,3,5,8,12,20,Stal Lure,"A special mask for members of the Gerudo Secret Club. Painted with dye made from crushed luminous stones, it gives off a lurid, mysterious glow in the dark.",200,Disguise and Bone Attack,"Luminous Stone x5, Bokoblin Guts x3","Luminous Stone x8, Moblin Guts x3","Luminous Stone x10, Molduga Guts x2","Luminous Stone x20, Lynel Guts x1","Luminous Stone,Bokoblin Guts,Moblin Guts,Molduga Guts,Lynel Guts",Gerudo Secret Club,
Ruby Circlet,BotW_Ruby_Circlet_Icon.png?version=6df995e72fa61fed27ef65223c587d94 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/D1cBUIBRzyqPXp1Uydni6g/R4i4picNG-qDKVEe48_WMweMsTTrB_dltsF_rWMt7ibH7EV7XccMZa9N8_26DpyySv4kZdXB6KtuJlVxH8hZ4HRvot29oDI7_53sZTe4wNid6MH1VCQDMGhpwASl44hM/2nBob-RNCKpQuuBLHqYI8_gZfVpp-m_WqxNy0D0AtTQ),Armor,Head,,,,,,3,5,8,12,20,Cold Resist,"A headpiece made by Gerudo craft workers. It's set with a ruby, a gem that harnesses the power of fire to make cold climates more bearable.",125,,"Ruby x2, Flint x3","Ruby x4, Flint x3","Ruby x6, Star Fragment x1","Ruby x10, Star Fragment x1","Ruby,Flint,Star Fragment",Gerudo Secret Club,
Rubber Helm,BotW_Rubber_Helm_Icon.png?version=20443d13d0e5861d975c5e4b717000b1 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/i7wLzNs2QoSZGJRcI7n7Dg/WfBsUmjuqJfzpLeV2PZ0J2MNVMrkITqlvIXyY8XKLt_N43CtGHSl7ysuSSSS7YSAIl2JBbBm2eOA8yBPIk0-Zi0MsIgUVWZzKeEpY8I9DZx6Tv5FHLEZGbtwablUFwgX/jnWPC6wLeTGZmRJBuUlKOhoxbP-0F8HaVR4ZDeOTtiI),Armor,Head,,,,,,3,5,8,12,20,Shock Resist,"A helmet made from ancient techniques and electricity-resistant material. It's made from something called ""rubber,"" a material that can no longer be found.",600,Unshockable,Yellow Chuchu Jelly x3,"Yellow Chuchu Jelly x5, Voltfruit x5","Zapshroom x5, Yellow Lizalfos Tail x5","Yellow Lizalfos Tail x10, Topaz x10","Yellow Chuchu Jelly,Voltfruit,Zapshroom,Yellow Lizalfos Tail,Topaz",Quest - Thunder Magnet,
Sapphire Circlet,BotW_Sapphire_Circlet_Icon.png?version=e1c97e1f6d52346ef1200c32b311c8b3 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/viIv_uACsg1KNYxLvD--Pg/fNYpNfIJkkl1nPvPdhmqW1RTikQPaoecLHe2I-ae7RG5Fz_z2L_syvKpukTjoIKYGhx6H_q8IDgpi7LO6ZllWOx1f7cIUiOqtyJiFypA8_s7Mjj8iZL48_QG_-jXcvVR/VZvfwFrzd7-lAPvGWi2tmu92hC6ECCqNAx7PLDTJ3Cg),Armor,Head,,,,,,3,5,8,12,20,Heat Resist,"An intricate headpiece crafted with Gerudo goldsmith techniques. It's set with a sapphire, a gem that harnesses the power of ice to make hot climates more tolerable.",150,,"Sapphire x2, Flint x3","Sapphire x4, Flint x3","Sapphire x6, Star Fragment x1","Sapphire x10, Star Fragment x1","Sapphire,Flint,Star Fragment",Gerudo Secret Club,
Sheik's Mask,BotW_Sheik%27s_Mask_Icon.png?version=b7b939aaf3b01f6488771aba415c1a51 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/acNL_-5VJR7q6VyzqRe2Ig/lcKUWCJQ-Llq2Q-qjk5P6SnhkVqfRCWLdEP3tV7W4_5FooO4NeTRDwDMoBwHLg-Zk1zRL7b_tmMDAneVyAN9V56CkUDGo1tNMY-e4yMPF0MVRM64MqOhuLbAIN2W2jfE/L85Sb2MBrbUKkpNu0YBdfJch4uhRNV9WQVZ21YNcJwM),Armor,Head,,,,,,2,4,6,9,16,Stealth,"A mask said to have been worn by a Sheikah who saved a time-traveling hero. Made from the finest of Sheikah stealth fabrics, it is the final word in undercover gear.",125,,"Silent Princess x1, Star Fragment x1","Silent Princess x2, Star Fragment x2","Silent Princess x3, Star Fragment x3","Silent Princess x4, Star Fragment x4","Silent Princess,Star Fragment",Amiibo - Sheik,
Snowquill Headdress,BotW_Snowquill_Headdress_Icon.png?version=69cabba463a6e13a0d187c716c579721 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/4rIN8-iTta5fCcFKQv-hiQ/tMVCpu6liox_GiB-kcJwkZxC1FdmbXc8pq6cB1vIj1I0400AACF2IWUOxSgOXxiS7UemkN8gsKIRXaRfgHC_z2KqRJcGDmY1R7hBJIgIjxqwbYiHuB3nyxwqVpJdNWJy/6SFP28uCSCfDMtjsaqQTLNZ-dLJSX-Mfi8C4spqvZc0),Armor,Head,,,,,,3,5,8,12,20,Cold Resist,"A Rito accessory made from snow-bird feathers. It's adorned with a ruby, a gem that harnesses the power of fire to make cold climates more tolerable.",250,Unfreezable,Red Chuchu Jelly x3,"Red Chuchu Jelly x5, Warm Saffina x3","Fire Keese Wing x8, Sunshroom x5","Red Lizalfos Tail x10, Ruby x5","Red Chuchu Jelly,Warm Safflina,Fire Keese Wing,Sunshroom,Red Lizalfos Tail,Ruby",Rito Village,
Soldier's Helm,BotW_Soldier%27s_Helm_Icon.png?version=8f962ff08beb3d4c9ea3c6a366134e53 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/Gozcn4WM5r-EDwyqxAMFEg/mm_8mOFjVzRbTaQDElGdkFgW2iRpzo7TOcrW9pHQ9yOmJzM1Nr1T7ShLqH6FvKZ9ZfYKfkBoR3pKv8NqoiWjPA8aEQHt9p9fn2vS4LIM5sklevK8O1OFKa-_VqH5TnYd/UgEGwJ3gfkfi6O1ekydEEDgDieFrl0f1cXh-kA0kEZU),Armor,Head,,,,,,4,7,12,18,28,,"Headgear made from sturdy metals for frontline soldiers. Praised for their defensive capabilities, the only helms that remain are those that survived the Calamity.",50,,"Chuchu Jelly x5, Bokoblin Guts x3","Keese Wing x3, Moblin Guts x3","Lizalfos Tail x3, Hinox Guts x1","Lynel Hoof x2, Lynel Guts x2","Chuchu Jelly,Bokoblin Guts,Keese Wing,Moblin Guts,Lizalfos Tail,Hinox Guts,Lynel Hoof,Lynel Guts",Hateno Village,
Stealth Mask,BotW_Stealth_Mask_Icon.png?version=9c2f7d1f6c56f948c9e9d0b919c94a4a (https://v5.airtableusercontent.com/v1/18/18/1686708000000/tQ7CQ6oWgAnHcU7qHTufZQ/SBBOQT4TMPr_nBCh0Epif0Hyk02rPlaIspoI3eOAZkMnP-NxbRvcjF59AX8gKDnXimQUbDZPWHG4CJGCTZRJE_vjrkyS4en9IhFH9gYRwBO2z8zAEMVaGhvgInAE67NQ/r8Rr-R997WGAbdaVYKYxW8IsmVYxfSie_r6sQN9AbkU),Armor,Head,,,,,,2,4,6,9,16,Stealth,"It may look like a regular cloth mask, but it was made using Sheikah crafting techniques to suppress the noisy rustling of clothes. Perfect for sneaking about.",125,,Blue Nightshade x3,"Blue Nightshade x5, Sunset Firefly x5","Silent Shroom x8, Sneaky River Snail x5","Stealthfin Trout x10, Silent Princess x5","Blue Nightshade,Sunset Firefly,Silent Shroom,Sneaky River Snail,Stealthfin Trout,Silent Princess",Kakariko Village,
Thunder Helm,BotW_Thunder_Helm_Icon.png?version=aef2d850b44b4b9947659dff3be8b81f (https://v5.airtableusercontent.com/v1/18/18/1686708000000/_JQLNVHjrQWGfxTam_fxLw/UZo6CKm-WXHYIme61ZKJ5biI2DQoQvIhAL7EMRNBUJ2N1L611_zWCTWaFOLfhn78y6ensSim-RBdExnFmsVKHKDlqs_swvxOeMwh7AApCdRcF0gyZDx_5S3j9aei6VKb/8H_iUXH2AirkGGd0kks7lQHGFeXvai8j38A0sV8tsA8),Armor,Head,,,,,,3,,,,,Lightning Proof,A precious heirloom passed down among the Gerudo. It deflects lightning strikes and is traditionally worn only by the Gerudo chief.,,,,,,,,Quest - Thunder Helm Side,
Tingle's Hood,BotW_Tingle%27s_Hood_Icon.png?version=5161f8506e73a83becb9a1ab54fdd38d (https://v5.airtableusercontent.com/v1/18/18/1686708000000/uodaoJRrhXiniNDr5wmmiQ/ljY8gJVLLrh3l6WMAwoiSD1hzaezDvcuU5fzSqXpBYQfKQc2ttWMMEkrI60Q_cEA07lPxsGZU_Wtcq64rCO6kg_LY-o0Jt8lxWQ08nY-l198GSrW83CnokmwJcvImLXy/nAJHuRdg0xcyvxzApUVna8pUccrYZj_gNTd2bAt9z6k),Armor,Head,,,,,,2,,,,,,"There was once a man who claimed to be the very reincarnation of a fairy. He treasured this hood, and so will you. Kooloo-Limpah! If sold, this rare find can't be replaced.",,,,,,,,,
